id,first_name,second_name,team_code,team_name,type,cost,status,total_points,round,kickoff_time,opp_team_id,opp_team_name,was_home,team_h_score,team_a_score,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,opp_strength_overall_home,opp_strength_overall_away,opp_strength_attack_home,opp_strength_attack_away,opp_strength_defence_home,opp_strength_defence_away,minutes,yellow_cards,red_cards,goals_scored,own_goals,fouls,dribbles,saves,clean_sheets,goals_conceded,penalties_saved,errors_leading_to_goal,errors_leading_to_goal_attempt,clearances_blocks_interceptions,penalties_conceded,tackles,recoveries,big_chances_missed,offside,open_play_crosses,big_chances_created,key_passes,attempted_passes,completed_passes,assists,penalties_missed,tackled,target_missed,average_points,points
436,Gareth,McAuley,35,West Brom,2,49,a,60,6,24 Sep 15:00,14,Stoke,False,1,1,1000,1040,1140,1075,990,1060,1010,1040,970,1025,970,1065,90.0,0.0,0.0,0.20000000000000001,0.0,1.3999999999999999,0.80000000000000004,0.0,0.40000000000000002,1.0,0.0,0.0,0.0,7.2000000000000002,0.0,1.3999999999999999,4.0,0.20000000000000001,0.0,0.0,0.0,0.0,21.399999999999999,14.0,0.0,0.0,0.20000000000000001,0.20000000000000001,4.6,2
436,Gareth,McAuley,35,West Brom,2,49,a,60,7,01 Oct 15:00,15,Sunderland,False,1,1,1000,1040,1140,1075,990,1060,950,980,950,970,980,1025,90.0,0.0,0.0,0.20000000000000001,0.0,1.3999999999999999,0.80000000000000004,0.0,0.20000000000000001,1.2,0.0,0.0,0.0,6.5999999999999996,0.0,1.2,4.0,0.20000000000000001,0.0,0.0,0.0,0.0,22.0,13.6,0.0,0.0,0.40000000000000002,0.20000000000000001,3.6,2
436,Gareth,McAuley,35,West Brom,2,49,a,60,8,15 Oct 15:00,17,Spurs,True,1,1,1000,1040,1140,1075,990,1060,1250,1290,1280,1355,1290,1315,90.0,0.0,0.0,0.0,0.0,1.3999999999999999,0.80000000000000004,0.0,0.20000000000000001,1.0,0.0,0.0,0.0,8.5999999999999996,0.0,1.2,4.2000000000000002,0.20000000000000001,0.0,0.0,0.0,0.0,23.199999999999999,14.199999999999999,0.0,0.0,0.40000000000000002,0.0,2.6,2
436,Gareth,McAuley,35,West Brom,2,49,a,60,9,22 Oct 17:30,9,Liverpool,False,2,1,1000,1040,1140,1075,990,1060,1270,1310,1175,1210,1325,1420,90.0,0.0,0.0,0.0,0.0,1.2,0.59999999999999998,0.0,0.0,1.2,0.0,0.0,0.0,9.5999999999999996,0.0,0.80000000000000004,4.4000000000000004,0.20000000000000001,0.0,0.0,0.0,0.20000000000000001,19.800000000000001,11.800000000000001,0.0,0.0,0.40000000000000002,0.0,1.8,8
436,Gareth,McAuley,35,West Brom,2,49,a,60,10,29 Oct 15:00,10,Man City,True,0,4,1000,1040,1140,1075,990,1060,1270,1320,1175,1275,1350,1400,90.0,0.0,0.0,0.20000000000000001,0.0,1.0,0.59999999999999998,0.0,0.0,1.3999999999999999,0.0,0.0,0.0,9.5999999999999996,0.0,0.40000000000000002,3.7999999999999998,0.0,0.0,0.0,0.0,0.40000000000000002,20.399999999999999,12.0,0.0,0.0,0.40000000000000002,0.0,3.0,0
436,Gareth,McAuley,35,West Brom,2,49,a,60,11,06 Nov 16:30,8,Leicester,False,1,2,1000,1040,1140,1075,990,1060,1075,1190,1000,1240,1075,1100,90.0,0.0,0.0,0.20000000000000001,0.0,1.0,0.59999999999999998,0.0,0.0,1.8,0.0,0.0,0.0,10.199999999999999,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.40000000000000002,20.199999999999999,13.4,0.0,0.0,0.40000000000000002,0.59999999999999998,2.8,2
436,Gareth,McAuley,35,West Brom,2,49,a,60,12,21 Nov 20:00,3,Burnley,True,4,0,1000,1040,1140,1075,990,1060,940,1040,940,1125,925,1000,90.0,0.0,0.0,0.20000000000000001,0.0,0.80000000000000004,0.80000000000000004,0.0,0.0,1.8,0.0,0.0,0.0,11.6,0.0,0.0,4.4000000000000004,0.0,0.0,0.0,0.0,0.40000000000000002,19.399999999999999,12.800000000000001,0.0,0.0,0.20000000000000001,0.59999999999999998,2.8,6
436,Gareth,McAuley,35,West Brom,2,49,a,60,13,26 Nov 15:00,7,Hull,False,1,1,1000,1040,1140,1075,990,1060,940,980,940,950,960,970,90.0,0.0,0.0,0.20000000000000001,0.0,0.59999999999999998,0.80000000000000004,0.0,0.20000000000000001,1.6000000000000001,0.0,0.0,0.0,9.1999999999999993,0.0,0.0,4.5999999999999996,0.0,0.0,0.0,0.0,0.40000000000000002,21.399999999999999,14.800000000000001,0.0,0.0,0.0,0.59999999999999998,3.6,10
436,Gareth,McAuley,35,West Brom,2,49,a,60,14,03 Dec 15:00,18,Watford,True,3,1,1000,1040,1140,1075,990,1060,1070,1060,1015,1050,1015,1065,90.0,0.20000000000000001,0.0,0.40000000000000002,0.0,0.80000000000000004,0.80000000000000004,0.0,0.20000000000000001,1.6000000000000001,0.0,0.0,0.0,10.199999999999999,0.0,0.0,5.2000000000000002,0.0,0.0,0.0,0.0,0.20000000000000001,26.199999999999999,18.199999999999999,0.0,0.0,0.0,0.59999999999999998,5.2,1
436,Gareth,McAuley,35,West Brom,2,49,a,60,15,11 Dec 12:00,4,Chelsea,False,1,0,1000,1040,1140,1075,990,1060,1310,1340,1300,1350,1300,1375,90.0,0.40000000000000002,0.0,0.20000000000000001,0.0,0.80000000000000004,0.80000000000000004,0.0,0.20000000000000001,1.3999999999999999,0.0,0.0,0.0,10.800000000000001,0.0,0.0,5.7999999999999998,0.0,0.0,0.0,0.0,0.0,26.600000000000001,18.600000000000001,0.0,0.0,0.0,0.59999999999999998,3.8,1
436,Gareth,McAuley,35,West Brom,2,49,a,60,16,14 Dec 20:00,16,Swansea,True,3,1,1000,1040,1140,1075,990,1060,970,1000,950,960,990,1035,90.0,0.59999999999999998,0.0,0.20000000000000001,0.0,0.80000000000000004,0.59999999999999998,0.0,0.20000000000000001,0.80000000000000004,0.0,0.20000000000000001,0.0,9.8000000000000007,0.0,0.0,5.2000000000000002,0.0,0.0,0.20000000000000001,0.0,0.0,25.199999999999999,16.600000000000001,0.0,0.0,0.0,0.0,4.0,2
436,Gareth,McAuley,35,West Brom,2,49,a,60,17,17 Dec 17:30,11,Man Utd,True,0,2,1000,1040,1140,1075,990,1060,1200,1280,1200,1250,1265,1315,90.0,0.59999999999999998,0.0,0.20000000000000001,0.0,0.80000000000000004,0.40000000000000002,0.0,0.20000000000000001,0.80000000000000004,0.0,0.20000000000000001,0.0,9.8000000000000007,0.0,0.20000000000000001,5.2000000000000002,0.0,0.0,0.20000000000000001,0.0,0.0,28.199999999999999,19.600000000000001,0.0,0.0,0.0,0.0,4.0,1
436,Gareth,McAuley,35,West Brom,2,49,a,60,18,26 Dec 15:00,19,Arsenal,False,,,1000,1040,1140,1075,990,1060,1000,1040,1140,1075,990,1060,90.0,0.59999999999999998,0.0,0.20000000000000001,0.0,0.80000000000000004,0.59999999999999998,0.0,0.0,1.2,0.0,0.20000000000000001,0.0,10.199999999999999,0.0,0.40000000000000002,5.5999999999999996,0.0,0.0,0.20000000000000001,0.0,0.0,30.399999999999999,19.600000000000001,0.0,0.0,0.0,0.20000000000000001,3.0,
